id,Date,vdc,scantime,starttime
9330191,"2022-05-18 09:27:13",413.34,3025423.156,"2022-04-13 08:56:11"
9330192,"2022-05-18 09:27:23",413.461,3025435.156,"2022-04-13 08:56:11"
9330193,"2022-05-18 09:27:33",413.935,3025445.156,"2022-04-13 08:56:11"
9330194,"2022-05-18 09:27:44",413.834,3025455.156,"2022-04-13 08:56:11"
9330195,"2022-05-18 09:27:53",413.659,3025465.156,"2022-04-13 08:56:11"
9330196,"2022-05-18 09:28:03",413.974,3025475.156,"2022-04-13 08:56:11"
9330197,"2022-05-18 09:28:14",413.787,3025485.156,"2022-04-13 08:56:11"
9330198,"2022-05-18 09:28:24",413.616,3025495.156,"2022-04-13 08:56:11"
9330199,"2022-05-18 09:28:34",413.692,3025505.156,"2022-04-13 08:56:11"
9330200,"2022-05-18 09:28:44",413.245,3025513.156,"2022-04-13 08:56:11"
9330201,"2022-05-18 09:28:53",413.61,3025525.156,"2022-04-13 08:56:11"
9330202,"2022-05-18 09:29:04",413.324,3025535.157,"2022-04-13 08:56:11"
9330203,"2022-05-18 09:29:14",413.526,3025547.157,"2022-04-13 08:56:11"
9330204,"2022-05-18 09:29:24",413.618,3025555.156,"2022-04-13 08:56:11"
9330205,"2022-05-18 09:29:34",413.687,3025567.156,"2022-04-13 08:56:11"
9330206,"2022-05-18 09:29:44",413.238,3025577.157,"2022-04-13 08:56:11"
9330207,"2022-05-18 09:29:54",413.224,3025585.156,"2022-04-13 08:56:11"
9330208,"2022-05-18 09:30:04",413.473,3025595.156,"2022-04-13 08:56:11"
9330209,"2022-05-18 09:30:15",413.01,3025607.157,"2022-04-13 08:56:11"
9330210,"2022-05-18 09:30:24",413.045,3025615.156,"2022-04-13 08:56:11"
9330211,"2022-05-18 09:30:34",413.013,3025627.155,"2022-04-13 08:56:11"
9330212,"2022-05-18 09:30:44",413.104,3025637.156,"2022-04-13 08:56:11"
9330213,"2022-05-18 09:30:54",413.177,3025645.156,"2022-04-13 08:56:11"
9330214,"2022-05-18 09:31:05",413.068,3025657.156,"2022-04-13 08:56:11"
9330215,"2022-05-18 09:31:14",412.986,3025667.156,"2022-04-13 08:56:11"
9330216,"2022-05-18 09:31:25",413.118,3025675.156,"2022-04-13 08:56:11"
9330217,"2022-05-18 09:31:35",413.225,3025687.156,"2022-04-13 08:56:11"
9330218,"2022-05-18 09:31:45",413.431,3025697.156,"2022-04-13 08:56:11"
9330219,"2022-05-18 09:31:55",413.296,3025705.156,"2022-04-13 08:56:11"
9330220,"2022-05-18 09:32:05",413.413,3025717.157,"2022-04-13 08:56:11"
9330221,"2022-05-18 09:32:15",413.285,3025727.156,"2022-04-13 08:56:11"
9330222,"2022-05-18 09:32:25",413.968,3025735.156,"2022-04-13 08:56:11"
9330223,"2022-05-18 09:32:35",413.603,3025747.156,"2022-04-13 08:56:11"
9330224,"2022-05-18 09:32:45",413.494,3025757.156,"2022-04-13 08:56:11"
9330225,"2022-05-18 09:32:55",413.5,3025765.156,"2022-04-13 08:56:11"
9330226,"2022-05-18 09:33:05",413.909,3025777.157,"2022-04-13 08:56:11"
9330227,"2022-05-18 09:33:15",413.785,3025787.157,"2022-04-13 08:56:11"
9330228,"2022-05-18 09:33:25",413.478,3025795.156,"2022-04-13 08:56:11"
9330229,"2022-05-18 09:33:35",413.85,3025807.156,"2022-04-13 08:56:11"
9330230,"2022-05-18 09:33:45",413.751,3025817.156,"2022-04-13 08:56:11"
9330231,"2022-05-18 09:33:56",413.819,3025825.156,"2022-04-13 08:56:11"
9330232,"2022-05-18 09:34:05",413.647,3025837.156,"2022-04-13 08:56:11"
9330233,"2022-05-18 09:34:16",413.443,3025847.156,"2022-04-13 08:56:11"
9330234,"2022-05-18 09:34:26",413.518,3025855.156,"2022-04-13 08:56:11"
9330235,"2022-05-18 09:34:35",413.673,3025867.156,"2022-04-13 08:56:11"
9330236,"2022-05-18 09:34:46",414.075,3025877.156,"2022-04-13 08:56:11"
9330237,"2022-05-18 09:34:56",413.887,3025887.156,"2022-04-13 08:56:11"
9330238,"2022-05-18 09:35:06",413.789,3025897.156,"2022-04-13 08:56:11"
9330239,"2022-05-18 09:35:16",413.696,3025907.156,"2022-04-13 08:56:11"
9330240,"2022-05-18 09:35:26",413.739,3025915.156,"2022-04-13 08:56:11"
9330241,"2022-05-18 09:35:36",413.752,3025927.156,"2022-04-13 08:56:11"
9330242,"2022-05-18 09:35:46",413.915,3025937.156,"2022-04-13 08:56:11"
9330243,"2022-05-18 09:35:56",413.949,3025947.156,"2022-04-13 08:56:11"
9330244,"2022-05-18 09:36:06",413.483,3025957.156,"2022-04-13 08:56:11"
9330245,"2022-05-18 09:36:17",413.54,3025969.157,"2022-04-13 08:56:11"
9330246,"2022-05-18 09:36:26",414.216,3025979.158,"2022-04-13 08:56:11"
9330247,"2022-05-18 09:36:36",413.322,3025987.156,"2022-04-13 08:56:11"
9330248,"2022-05-18 09:36:46",413.782,3025999.156,"2022-04-13 08:56:11"
9330249,"2022-05-18 09:36:57",413.832,3026009.156,"2022-04-13 08:56:11"
9330250,"2022-05-18 09:37:06",413.509,3026017.156,"2022-04-13 08:56:11"
9330251,"2022-05-18 09:37:17",413.929,3026029.157,"2022-04-13 08:56:11"
9330252,"2022-05-18 09:37:26",413.974,3026039.157,"2022-04-13 08:56:11"
9330253,"2022-05-18 09:37:37",413.557,3026047.157,"2022-04-13 08:56:11"
9330254,"2022-05-18 09:37:47",413.624,3026059.156,"2022-04-13 08:56:11"
9330255,"2022-05-18 09:37:56",413.788,3026069.156,"2022-04-13 08:56:11"
9330256,"2022-05-18 09:38:06",414.016,3026077.156,"2022-04-13 08:56:11"
9330257,"2022-05-18 09:38:17",413.314,3026089.156,"2022-04-13 08:56:11"
9330258,"2022-05-18 09:38:26",413.574,3026099.156,"2022-04-13 08:56:11"
9330259,"2022-05-18 09:38:37",413.502,3026107.156,"2022-04-13 08:56:11"
9330260,"2022-05-18 09:38:47",413.693,3026119.157,"2022-04-13 08:56:11"
9330261,"2022-05-18 09:38:57",413.611,3026129.157,"2022-04-13 08:56:11"
9330262,"2022-05-18 09:39:07",413.794,3026137.156,"2022-04-13 08:56:11"
9330263,"2022-05-18 09:39:17",413.696,3026149.156,"2022-04-13 08:56:11"
9330264,"2022-05-18 09:39:27",413.349,3026159.158,"2022-04-13 08:56:11"
9330265,"2022-05-18 09:39:37",413.51,3026167.156,"2022-04-13 08:56:11"
9330266,"2022-05-18 09:39:48",413.368,3026179.156,"2022-04-13 08:56:11"
9330267,"2022-05-18 09:39:58",413.764,3026191.157,"2022-04-13 08:56:11"
9330268,"2022-05-18 09:40:07",413.663,3026197.156,"2022-04-13 08:56:11"
9330269,"2022-05-18 09:40:17",413.51,3026209.155,"2022-04-13 08:56:11"
9330270,"2022-05-18 09:40:28",414.118,3026219.156,"2022-04-13 08:56:11"
9330271,"2022-05-18 09:40:38",413.588,3026227.156,"2022-04-13 08:56:11"
9330272,"2022-05-18 09:40:48",413.512,3026239.157,"2022-04-13 08:56:11"
9330273,"2022-05-18 09:40:57",413.952,3026249.156,"2022-04-13 08:56:11"
9330274,"2022-05-18 09:41:08",413.512,3026257.156,"2022-04-13 08:56:11"
9330275,"2022-05-18 09:41:17",413.71,3026269.156,"2022-04-13 08:56:11"
9330276,"2022-05-18 09:41:27",413.82,3026279.156,"2022-04-13 08:56:11"
9330277,"2022-05-18 09:41:38",413.472,3026289.156,"2022-04-13 08:56:11"
9330278,"2022-05-18 09:41:48",413.592,3026299.156,"2022-04-13 08:56:11"
9330279,"2022-05-18 09:41:57",413.414,3026309.156,"2022-04-13 08:56:11"
9330280,"2022-05-18 09:42:08",413.436,3026319.156,"2022-04-13 08:56:11"
9330281,"2022-05-18 09:42:18",413.309,3026329.156,"2022-04-13 08:56:11"
9330282,"2022-05-18 09:42:28",413.312,3026341.155,"2022-04-13 08:56:11"
9330283,"2022-05-18 09:42:38",413.657,3026347.156,"2022-04-13 08:56:11"
9330284,"2022-05-18 09:42:48",413.737,3026359.156,"2022-04-13 08:56:11"
9330285,"2022-05-18 09:42:58",413.714,3026371.156,"2022-04-13 08:56:11"
9330286,"2022-05-18 09:43:08",413.412,3026379.156,"2022-04-13 08:56:11"
9330287,"2022-05-18 09:43:18",413.883,3026389.156,"2022-04-13 08:56:11"
9330288,"2022-05-18 09:43:28",414.151,3026401.156,"2022-04-13 08:56:11"
9330289,"2022-05-18 09:43:39",414.185,3026411.156,"2022-04-13 08:56:11"
9330290,"2022-05-18 09:43:49",414.036,3026419.156,"2022-04-13 08:56:11"
9330291,"2022-05-18 09:43:58",414.28,3026431.156,"2022-04-13 08:56:11"
9330292,"2022-05-18 09:44:08",414.284,3026441.157,"2022-04-13 08:56:11"
9330293,"2022-05-18 09:44:19",414.341,3026449.156,"2022-04-13 08:56:11"
9330294,"2022-05-18 09:44:29",414.423,3026461.156,"2022-04-13 08:56:11"
9330295,"2022-05-18 09:44:39",414.487,3026471.156,"2022-04-13 08:56:11"
9330296,"2022-05-18 09:44:49",413.861,3026479.157,"2022-04-13 08:56:11"
9330297,"2022-05-18 09:44:59",413.443,3026491.158,"2022-04-13 08:56:11"
9330298,"2022-05-18 09:45:10",413.287,3026501.157,"2022-04-13 08:56:11"
9330299,"2022-05-18 09:45:19",413.585,3026509.156,"2022-04-13 08:56:11"
9330300,"2022-05-18 09:45:29",413.758,3026521.157,"2022-04-13 08:56:11"
9330301,"2022-05-18 09:45:39",414.259,3026531.156,"2022-04-13 08:56:11"
9330302,"2022-05-18 09:45:48",414.398,3026539.156,"2022-04-13 08:56:11"
9330303,"2022-05-18 09:45:59",413.394,3026551.156,"2022-04-13 08:56:11"
9330304,"2022-05-18 09:46:09",413.587,3026561.156,"2022-04-13 08:56:11"
9330305,"2022-05-18 09:46:19",413.215,3026569.157,"2022-04-13 08:56:11"
9330306,"2022-05-18 09:46:29",413.284,3026581.157,"2022-04-13 08:56:11"
9330307,"2022-05-18 09:46:39",413.296,3026591.157,"2022-04-13 08:56:11"
9330308,"2022-05-18 09:46:49",413.414,3026599.156,"2022-04-13 08:56:11"
9330309,"2022-05-18 09:46:59",414.028,3026611.156,"2022-04-13 08:56:11"
9330310,"2022-05-18 09:47:09",413.982,3026621.156,"2022-04-13 08:56:11"
9330311,"2022-05-18 09:47:20",414.212,3026631.156,"2022-04-13 08:56:11"
9330312,"2022-05-18 09:47:29",414.176,3026641.156,"2022-04-13 08:56:11"
9330313,"2022-05-18 09:47:39",414.195,3026651.156,"2022-04-13 08:56:11"
9330314,"2022-05-18 09:47:49",414.222,3026659.156,"2022-04-13 08:56:11"
9330315,"2022-05-18 09:48:01",413.987,3026671.156,"2022-04-13 08:56:11"
9330316,"2022-05-18 09:48:10",413.952,3026681.156,"2022-04-13 08:56:11"
9330317,"2022-05-18 09:48:20",413.88,3026691.156,"2022-04-13 08:56:11"
9330318,"2022-05-18 09:48:30",413.757,3026701.156,"2022-04-13 08:56:11"
9330319,"2022-05-18 09:48:40",413.97,3026713.156,"2022-04-13 08:56:11"
9330320,"2022-05-18 09:48:51",414.055,3026723.156,"2022-04-13 08:56:11"
9330321,"2022-05-18 09:49:00",414.161,3026731.156,"2022-04-13 08:56:11"
9330322,"2022-05-18 09:49:10",414.155,3026743.156,"2022-04-13 08:56:11"
9330323,"2022-05-18 09:49:20",414.303,3026753.156,"2022-04-13 08:56:11"
9330324,"2022-05-18 09:49:30",414.286,3026761.156,"2022-04-13 08:56:11"
9330325,"2022-05-18 09:49:40",414.113,3026773.157,"2022-04-13 08:56:11"
9330326,"2022-05-18 09:49:50",413.73,3026781.156,"2022-04-13 08:56:11"
9330327,"2022-05-18 09:50:00",413.422,3026791.155,"2022-04-13 08:56:11"
9330328,"2022-05-18 09:50:10",413.853,3026801.156,"2022-04-13 08:56:11"
9330329,"2022-05-18 09:50:20",413.73,3026811.157,"2022-04-13 08:56:11"
9330330,"2022-05-18 09:50:30",413.28,3026821.156,"2022-04-13 08:56:11"
9330331,"2022-05-18 09:50:41",413.731,3026833.157,"2022-04-13 08:56:11"
9330332,"2022-05-18 09:50:51",413.422,3026843.156,"2022-04-13 08:56:11"
9330333,"2022-05-18 09:51:00",413.66,3026851.156,"2022-04-13 08:56:11"
9330334,"2022-05-18 09:51:11",413.485,3026863.157,"2022-04-13 08:56:11"
9330335,"2022-05-18 09:51:21",413.449,3026873.156,"2022-04-13 08:56:11"
9330336,"2022-05-18 09:51:31",413.844,3026881.156,"2022-04-13 08:56:11"
9330337,"2022-05-18 09:51:41",413.933,3026893.155,"2022-04-13 08:56:11"
9330338,"2022-05-18 09:51:51",413.578,3026903.159,"2022-04-13 08:56:11"
9330339,"2022-05-18 09:52:01",413.562,3026911.155,"2022-04-13 08:56:11"
9330340,"2022-05-18 09:52:10",413.672,3026923.159,"2022-04-13 08:56:11"
9330341,"2022-05-18 09:52:21",413.531,3026933.156,"2022-04-13 08:56:11"
9330342,"2022-05-18 09:52:30",413.581,3026941.156,"2022-04-13 08:56:11"
9330343,"2022-05-18 09:52:41",414.104,3026953.157,"2022-04-13 08:56:11"
9330344,"2022-05-18 09:52:51",414.341,3026963.157,"2022-04-13 08:56:11"
9330345,"2022-05-18 09:53:01",414.299,3026971.156,"2022-04-13 08:56:11"
9330346,"2022-05-18 09:53:11",414.424,3026983.157,"2022-04-13 08:56:11"
9330347,"2022-05-18 09:53:21",414.376,3026993.158,"2022-04-13 08:56:11"
9330348,"2022-05-18 09:53:31",414.433,3027001.156,"2022-04-13 08:56:11"
9330349,"2022-05-18 09:53:42",414.522,3027013.157,"2022-04-13 08:56:11"
9330350,"2022-05-18 09:53:51",414.423,3027023.157,"2022-04-13 08:56:11"
9330351,"2022-05-18 09:54:02",414.337,3027031.156,"2022-04-13 08:56:11"
9330352,"2022-05-18 09:54:11",414.379,3027043.157,"2022-04-13 08:56:11"
9330353,"2022-05-18 09:54:21",414.368,3027053.156,"2022-04-13 08:56:11"
9330354,"2022-05-18 09:54:31",414.143,3027061.156,"2022-04-13 08:56:11"
9330355,"2022-05-18 09:54:42",413.969,3027073.156,"2022-04-13 08:56:11"
9330356,"2022-05-18 09:54:52",414.122,3027083.156,"2022-04-13 08:56:11"
9330357,"2022-05-18 09:55:02",414.01,3027091.156,"2022-04-13 08:56:11"
9330358,"2022-05-18 09:55:12",414.023,3027103.156,"2022-04-13 08:56:11"
9330359,"2022-05-18 09:55:22",414.042,3027113.157,"2022-04-13 08:56:11"
9330360,"2022-05-18 09:55:32",413.805,3027121.156,"2022-04-13 08:56:11"
9330361,"2022-05-18 09:55:42",413.544,3027133.156,"2022-04-13 08:56:11"
9330362,"2022-05-18 09:55:52",413.932,3027143.156,"2022-04-13 08:56:11"
9330363,"2022-05-18 09:56:02",413.96,3027153.156,"2022-04-13 08:56:11"
9330364,"2022-05-18 09:56:12",414.133,3027163.156,"2022-04-13 08:56:11"
9330365,"2022-05-18 09:56:22",413.939,3027175.156,"2022-04-13 08:56:11"
9330366,"2022-05-18 09:56:33",414.07,3027185.156,"2022-04-13 08:56:11"
9330367,"2022-05-18 09:56:42",414.057,3027193.157,"2022-04-13 08:56:11"
9330368,"2022-05-18 09:56:52",414.107,3027205.156,"2022-04-13 08:56:11"
9330369,"2022-05-18 09:57:03",414.01,3027215.158,"2022-04-13 08:56:11"
9330370,"2022-05-18 09:57:12",414.203,3027223.156,"2022-04-13 08:56:11"
9330371,"2022-05-18 09:57:23",414.097,3027235.156,"2022-04-13 08:56:11"
9330372,"2022-05-18 09:57:33",414.084,3027245.157,"2022-04-13 08:56:11"
9330373,"2022-05-18 09:57:42",413.95,3027253.156,"2022-04-13 08:56:11"
9330374,"2022-05-18 09:57:53",413.876,3027265.157,"2022-04-13 08:56:11"
9330375,"2022-05-18 09:58:02",413.887,3027275.16,"2022-04-13 08:56:11"
9330376,"2022-05-18 09:58:13",413.767,3027283.156,"2022-04-13 08:56:11"
9330377,"2022-05-18 09:58:23",414.133,3027295.157,"2022-04-13 08:56:11"
9330378,"2022-05-18 09:58:33",413.92,3027305.158,"2022-04-13 08:56:11"
9330379,"2022-05-18 09:58:43",414.098,3027313.156,"2022-04-13 08:56:11"
9330380,"2022-05-18 09:58:54",414.115,3027325.157,"2022-04-13 08:56:11"
9330381,"2022-05-18 09:59:03",414.051,3027335.157,"2022-04-13 08:56:11"
9330382,"2022-05-18 09:59:13",413.979,3027343.156,"2022-04-13 08:56:11"
9330383,"2022-05-18 09:59:23",414.12,3027355.156,"2022-04-13 08:56:11"
9330384,"2022-05-18 09:59:33",414.119,3027365.156,"2022-04-13 08:56:11"
9330385,"2022-05-18 09:59:43",413.937,3027373.156,"2022-04-13 08:56:11"
9330386,"2022-05-18 09:59:54",413.832,3027385.156,"2022-04-13 08:56:11"
9330387,"2022-05-18 10:00:04",413.844,3027395.156,"2022-04-13 08:56:11"
9330388,"2022-05-18 10:00:14",413.894,3027403.156,"2022-04-13 08:56:11"
9330389,"2022-05-18 10:00:24",413.909,3027415.156,"2022-04-13 08:56:11"
9330390,"2022-05-18 10:00:33",413.581,3027425.156,"2022-04-13 08:56:11"
9330391,"2022-05-18 10:00:44",413.523,3027435.156,"2022-04-13 08:56:11"
9330392,"2022-05-18 10:00:53",413.296,3027445.156,"2022-04-13 08:56:11"
9330393,"2022-05-18 10:01:04",413.369,3027457.158,"2022-04-13 08:56:11"
9330394,"2022-05-18 10:01:14",413.327,3027465.156,"2022-04-13 08:56:11"
9330395,"2022-05-18 10:01:24",413.541,3027475.156,"2022-04-13 08:56:11"
9330396,"2022-05-18 10:01:34",413.441,3027485.156,"2022-04-13 08:56:11"
9330397,"2022-05-18 10:01:45",413.85,3027497.156,"2022-04-13 08:56:11"
9330398,"2022-05-18 10:01:54",414.034,3027505.156,"2022-04-13 08:56:11"
9330399,"2022-05-18 10:02:04",413.817,3027517.156,"2022-04-13 08:56:11"
9330400,"2022-05-18 10:02:14",413.861,3027525.156,"2022-04-13 08:56:11"
9330401,"2022-05-18 10:02:24",413.914,3027535.156,"2022-04-13 08:56:11"
9330402,"2022-05-18 10:02:34",413.804,3027545.156,"2022-04-13 08:56:11"
9330403,"2022-05-18 10:02:44",413.793,3027557.156,"2022-04-13 08:56:11"
9330404,"2022-05-18 10:02:54",413.79,3027565.156,"2022-04-13 08:56:11"
9330405,"2022-05-18 10:03:04",413.541,3027577.158,"2022-04-13 08:56:11"
9330406,"2022-05-18 10:03:14",413.556,3027587.157,"2022-04-13 08:56:11"
9330407,"2022-05-18 10:03:24",413.411,3027595.156,"2022-04-13 08:56:11"
9330408,"2022-05-18 10:03:34",413.342,3027607.156,"2022-04-13 08:56:11"
9330409,"2022-05-18 10:03:45",413.33,3027617.156,"2022-04-13 08:56:11"
9330410,"2022-05-18 10:03:54",413.227,3027625.156,"2022-04-13 08:56:11"
9330411,"2022-05-18 10:04:04",413.199,3027637.156,"2022-04-13 08:56:11"
9330412,"2022-05-18 10:04:14",413.058,3027647.158,"2022-04-13 08:56:11"
9330413,"2022-05-18 10:04:24",413.003,3027655.156,"2022-04-13 08:56:11"
9330414,"2022-05-18 10:04:34",413.4,3027667.156,"2022-04-13 08:56:11"
9330415,"2022-05-18 10:04:46",413.336,3027677.156,"2022-04-13 08:56:11"
9330416,"2022-05-18 10:04:55",413.162,3027685.156,"2022-04-13 08:56:11"
9330417,"2022-05-18 10:05:05",413.363,3027697.157,"2022-04-13 08:56:11"
9330418,"2022-05-18 10:05:15",413.253,3027707.156,"2022-04-13 08:56:11"
9330419,"2022-05-18 10:05:25",413.486,3027715.156,"2022-04-13 08:56:11"
9330420,"2022-05-18 10:05:35",413.585,3027727.157,"2022-04-13 08:56:11"
9330421,"2022-05-18 10:05:45",413.977,3027737.156,"2022-04-13 08:56:11"
9330422,"2022-05-18 10:05:56",414.062,3027745.156,"2022-04-13 08:56:11"
9330423,"2022-05-18 10:06:06",414.039,3027757.156,"2022-04-13 08:56:11"
9330424,"2022-05-18 10:06:15",414.052,3027767.156,"2022-04-13 08:56:11"
9330425,"2022-05-18 10:06:26",414.086,3027775.156,"2022-04-13 08:56:11"
9330426,"2022-05-18 10:06:36",413.98,3027787.156,"2022-04-13 08:56:11"
9330427,"2022-05-18 10:06:45",414.315,3027797.156,"2022-04-13 08:56:11"
9330428,"2022-05-18 10:06:55",414.373,3027805.156,"2022-04-13 08:56:11"
9330429,"2022-05-18 10:07:05",414.195,3027817.156,"2022-04-13 08:56:11"
9330430,"2022-05-18 10:07:15",414.232,3027827.156,"2022-04-13 08:56:11"
9330431,"2022-05-18 10:07:26",414.482,3027839.156,"2022-04-13 08:56:11"
9330432,"2022-05-18 10:07:35",414.269,3027847.156,"2022-04-13 08:56:11"
9330433,"2022-05-18 10:07:46",414.211,3027857.156,"2022-04-13 08:56:11"
9330434,"2022-05-18 10:07:56",414.325,3027867.156,"2022-04-13 08:56:11"
9330435,"2022-05-18 10:08:06",414.354,3027877.156,"2022-04-13 08:56:11"
9330436,"2022-05-18 10:08:16",414.258,3027887.156,"2022-04-13 08:56:11"
9330437,"2022-05-18 10:08:26",414.138,3027895.156,"2022-04-13 08:56:11"
9330438,"2022-05-18 10:08:41",413.935,3027913.157,"2022-04-13 08:56:11"
9330439,"2022-05-18 10:08:46",414.404,3027917.156,"2022-04-13 08:56:11"
9330440,"2022-05-18 10:08:57",413.751,3027929.157,"2022-04-13 08:56:11"
9330441,"2022-05-18 10:09:06",414.135,3027937.156,"2022-04-13 08:56:11"
9330442,"2022-05-18 10:09:16",414.158,3027947.156,"2022-04-13 08:56:11"
9330443,"2022-05-18 10:09:26",414.144,3027959.157,"2022-04-13 08:56:11"
9330444,"2022-05-18 10:09:36",414.22,3027967.156,"2022-04-13 08:56:11"
9330445,"2022-05-18 10:09:46",414.106,3027979.157,"2022-04-13 08:56:11"
9330446,"2022-05-18 10:09:57",414.25,3027989.156,"2022-04-13 08:56:11"
9330447,"2022-05-18 10:10:06",413.908,3027997.156,"2022-04-13 08:56:11"
9330448,"2022-05-18 10:10:16",414.311,3028009.157,"2022-04-13 08:56:11"
9330449,"2022-05-18 10:10:27",414.083,3028019.158,"2022-04-13 08:56:11"
9330450,"2022-05-18 10:10:37",413.999,3028027.156,"2022-04-13 08:56:11"
9330451,"2022-05-18 10:10:46",414.081,3028039.155,"2022-04-13 08:56:11"
9330452,"2022-05-18 10:10:56",414.264,3028049.158,"2022-04-13 08:56:11"
9330453,"2022-05-18 10:11:06",414.164,3028057.156,"2022-04-13 08:56:11"
9330454,"2022-05-18 10:11:17",414.338,3028069.156,"2022-04-13 08:56:11"
9330455,"2022-05-18 10:11:27",414,3028079.156,"2022-04-13 08:56:11"
9330456,"2022-05-18 10:11:37",414.114,3028087.156,"2022-04-13 08:56:11"
9330457,"2022-05-18 10:11:47",414.106,3028099.156,"2022-04-13 08:56:11"
9330458,"2022-05-18 10:11:57",414.205,3028109.156,"2022-04-13 08:56:11"
9330459,"2022-05-18 10:12:07",414.153,3028117.156,"2022-04-13 08:56:11"
9330460,"2022-05-18 10:12:17",414.309,3028129.158,"2022-04-13 08:56:11"
9330461,"2022-05-18 10:12:27",414.345,3028139.156,"2022-04-13 08:56:11"
9330462,"2022-05-18 10:12:37",413.952,3028147.156,"2022-04-13 08:56:11"
9330463,"2022-05-18 10:12:47",414.191,3028159.156,"2022-04-13 08:56:11"
9330464,"2022-05-18 10:12:58",413.99,3028169.156,"2022-04-13 08:56:11"
9330465,"2022-05-18 10:13:07",414.129,3028177.156,"2022-04-13 08:56:11"
9330466,"2022-05-18 10:13:18",413.935,3028189.156,"2022-04-13 08:56:11"
9330467,"2022-05-18 10:13:28",414.355,3028201.157,"2022-04-13 08:56:11"
9330468,"2022-05-18 10:13:38",414.19,3028211.156,"2022-04-13 08:56:11"
9330469,"2022-05-18 10:13:48",413.956,3028219.156,"2022-04-13 08:56:11"
9330470,"2022-05-18 10:13:58",414.295,3028229.156,"2022-04-13 08:56:11"
9330471,"2022-05-18 10:14:08",414.134,3028239.157,"2022-04-13 08:56:11"
9330472,"2022-05-18 10:14:17",414.273,3028249.156,"2022-04-13 08:56:11"
9330473,"2022-05-18 10:14:28",414.613,3028259.156,"2022-04-13 08:56:11"
9330474,"2022-05-18 10:14:38",414.336,3028269.156,"2022-04-13 08:56:11"
9330475,"2022-05-18 10:14:48",414.286,3028279.156,"2022-04-13 08:56:11"
9330476,"2022-05-18 10:14:58",414.621,3028289.156,"2022-04-13 08:56:11"
9330477,"2022-05-18 10:15:08",414.115,3028301.157,"2022-04-13 08:56:11"
9330478,"2022-05-18 10:15:19",414.076,3028309.156,"2022-04-13 08:56:11"
9330479,"2022-05-18 10:15:28",414.361,3028321.156,"2022-04-13 08:56:11"
9330480,"2022-05-18 10:15:38",414.329,3028331.156,"2022-04-13 08:56:11"
9330481,"2022-05-18 10:15:48",414.364,3028339.156,"2022-04-13 08:56:11"
9330482,"2022-05-18 10:15:58",414.368,3028349.156,"2022-04-13 08:56:11"
9330483,"2022-05-18 10:16:09",414.296,3028361.156,"2022-04-13 08:56:11"
9330484,"2022-05-18 10:16:18",414.358,3028369.156,"2022-04-13 08:56:11"
9330485,"2022-05-18 10:16:28",414.258,3028381.157,"2022-04-13 08:56:11"
9330486,"2022-05-18 10:16:38",413.359,3028391.156,"2022-04-13 08:56:11"
9330487,"2022-05-18 10:16:49",412.999,3028399.156,"2022-04-13 08:56:11"
9330488,"2022-05-18 10:16:58",414.217,3028411.156,"2022-04-13 08:56:11"
9330489,"2022-05-18 10:17:09",414.098,3028421.156,"2022-04-13 08:56:11"
9330490,"2022-05-18 10:17:19",414.328,3028429.156,"2022-04-13 08:56:11"
9330491,"2022-05-18 10:17:28",414.322,3028441.156,"2022-04-13 08:56:11"
9330492,"2022-05-18 10:17:39",414.009,3028451.157,"2022-04-13 08:56:11"
9330493,"2022-05-18 10:17:49",413.635,3028459.156,"2022-04-13 08:56:11"
9330494,"2022-05-18 10:17:59",412.929,3028471.156,"2022-04-13 08:56:11"
9330495,"2022-05-18 10:18:09",412.689,3028481.157,"2022-04-13 08:56:11"
9330496,"2022-05-18 10:18:19",412.815,3028489.156,"2022-04-13 08:56:11"
9330497,"2022-05-18 10:18:29",413.008,3028501.158,"2022-04-13 08:56:11"
9330498,"2022-05-18 10:18:39",413.768,3028511.157,"2022-04-13 08:56:11"
9330499,"2022-05-18 10:18:49",413.994,3028519.158,"2022-04-13 08:56:11"
9330500,"2022-05-18 10:18:59",414.184,3028531.156,"2022-04-13 08:56:11"
9330501,"2022-05-18 10:19:09",413.954,3028541.158,"2022-04-13 08:56:11"
9330502,"2022-05-18 10:19:19",413.978,3028549.157,"2022-04-13 08:56:11"
9330503,"2022-05-18 10:19:30",414.166,3028561.156,"2022-04-13 08:56:11"
9330504,"2022-05-18 10:19:39",414.036,3028571.156,"2022-04-13 08:56:11"
9330505,"2022-05-18 10:19:50",414.128,3028579.156,"2022-04-13 08:56:11"
9330506,"2022-05-18 10:19:59",414.079,3028591.156,"2022-04-13 08:56:11"
9330507,"2022-05-18 10:20:10",413.985,3028603.156,"2022-04-13 08:56:11"
9330508,"2022-05-18 10:20:20",413.954,3028609.156,"2022-04-13 08:56:11"
9330509,"2022-05-18 10:20:29",414.105,3028621.156,"2022-04-13 08:56:11"
9330510,"2022-05-18 10:20:40",414.162,3028631.156,"2022-04-13 08:56:11"
9330511,"2022-05-18 10:20:50",414.073,3028639.156,"2022-04-13 08:56:11"
9330512,"2022-05-18 10:21:00",414.083,3028651.156,"2022-04-13 08:56:11"
9330513,"2022-05-18 10:21:10",414.103,3028663.158,"2022-04-13 08:56:11"
9330514,"2022-05-18 10:21:19",414.04,3028669.156,"2022-04-13 08:56:11"
9330515,"2022-05-18 10:21:30",413.994,3028681.156,"2022-04-13 08:56:11"
